model_name,context_length,evidence_position,position_fraction,long_method,condition_display,n,score_no_evidence,score_oracle,score_long,context_gain,oracle_gap,oncu_raw,oncu_clipped,oncu_valid,diagnostic_reading
qwen2.5:14b,32000,pos_08,0.85,direct,Full context,80,0.0,0.925,0.398333,0.398333,0.526667,0.430631,0.430631,True,Full-context condition under-recovers oracle advantage.
qwen2.5:14b,32000,pos_08,0.85,retrieve_then_read,Retrieved evidence,80,0.0,0.925,0.9375,0.9375,-0.0125,1.013514,1.0,True,Compact evidence recovers most oracle advantage.
qwen2.5:14b,32000,pos_09,0.95,direct,Full context,80,0.0,0.904167,0.95,0.95,-0.045833,1.050691,1.0,True,Condition improves substantially over no-evidence baseline.
qwen2.5:14b,32000,pos_09,0.95,retrieve_then_read,Retrieved evidence,80,0.0,0.904167,0.925,0.925,-0.020833,1.023041,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,4000,pos_00,0.05,direct,Full context,80,0.0625,1.0,0.96875,0.90625,0.03125,0.966667,0.966667,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,4000,pos_00,0.05,retrieve_then_read,Retrieved evidence,80,0.0625,1.0,1.0,0.9375,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,4000,pos_01,0.15,direct,Full context,80,0.0,1.0,0.9875,0.9875,0.0125,0.9875,0.9875,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,4000,pos_01,0.15,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,4000,pos_02,0.25,direct,Full context,80,0.0,1.0,0.99375,0.99375,0.00625,0.99375,0.99375,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,4000,pos_02,0.25,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,4000,pos_03,0.35,direct,Full context,80,0.0,0.9875,0.98125,0.98125,0.00625,0.993671,0.993671,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,4000,pos_03,0.35,retrieve_then_read,Retrieved evidence,80,0.0,0.9875,0.975,0.975,0.0125,0.987342,0.987342,True,Compact evidence recovers most oracle advantage.
qwen3:14b,4000,pos_04,0.45,direct,Full context,80,0.00625,1.0,0.96875,0.9625,0.03125,0.968553,0.968553,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,4000,pos_04,0.45,retrieve_then_read,Retrieved evidence,80,0.00625,1.0,1.0,0.99375,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,4000,pos_05,0.55,direct,Full context,80,0.0,0.9875,0.98125,0.98125,0.00625,0.993671,0.993671,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,4000,pos_05,0.55,retrieve_then_read,Retrieved evidence,80,0.0,0.9875,1.0,1.0,-0.0125,1.012658,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,4000,pos_06,0.65,direct,Full context,80,0.0,1.0,0.99375,0.99375,0.00625,0.99375,0.99375,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,4000,pos_06,0.65,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,4000,pos_07,0.75,direct,Full context,80,0.0,0.9875,0.94375,0.94375,0.04375,0.955696,0.955696,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,4000,pos_07,0.75,retrieve_then_read,Retrieved evidence,80,0.0,0.9875,0.9875,0.9875,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,4000,pos_08,0.85,direct,Full context,80,0.0,1.0,0.94375,0.94375,0.05625,0.94375,0.94375,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,4000,pos_08,0.85,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,4000,pos_09,0.95,direct,Full context,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,4000,pos_09,0.95,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,8000,pos_00,0.05,direct,Full context,80,0.0,0.9875,0.133333,0.133333,0.854167,0.135021,0.135021,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,8000,pos_00,0.05,retrieve_then_read,Retrieved evidence,80,0.0,0.9875,1.0,1.0,-0.0125,1.012658,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,8000,pos_01,0.15,direct,Full context,80,0.0,1.0,0.13125,0.13125,0.86875,0.13125,0.13125,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,8000,pos_01,0.15,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,8000,pos_02,0.25,direct,Full context,80,0.0,0.995833,0.46875,0.46875,0.527083,0.470711,0.470711,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,8000,pos_02,0.25,retrieve_then_read,Retrieved evidence,80,0.0,0.995833,1.0,1.0,-0.004167,1.004184,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,8000,pos_03,0.35,direct,Full context,80,0.0,1.0,0.50625,0.50625,0.49375,0.50625,0.50625,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,8000,pos_03,0.35,retrieve_then_read,Retrieved evidence,80,0.0,1.0,0.9875,0.9875,0.0125,0.9875,0.9875,True,Compact evidence recovers most oracle advantage.
qwen3:14b,8000,pos_04,0.45,direct,Full context,80,0.0,1.0,0.475,0.475,0.525,0.475,0.475,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,8000,pos_04,0.45,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,8000,pos_05,0.55,direct,Full context,80,0.0,0.991667,0.470833,0.470833,0.520833,0.47479,0.47479,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,8000,pos_05,0.55,retrieve_then_read,Retrieved evidence,80,0.0,0.991667,1.0,1.0,-0.008333,1.008403,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,8000,pos_06,0.65,direct,Full context,80,0.0,0.995833,0.98125,0.98125,0.014583,0.985356,0.985356,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,8000,pos_06,0.65,retrieve_then_read,Retrieved evidence,80,0.0,0.995833,1.0,1.0,-0.004167,1.004184,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,8000,pos_07,0.75,direct,Full context,80,0.0,0.9875,1.0,1.0,-0.0125,1.012658,1.0,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,8000,pos_07,0.75,retrieve_then_read,Retrieved evidence,80,0.0,0.9875,0.9875,0.9875,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,8000,pos_08,0.85,direct,Full context,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,8000,pos_08,0.85,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,8000,pos_09,0.95,direct,Full context,80,0.0,0.9875,1.0,1.0,-0.0125,1.012658,1.0,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,8000,pos_09,0.95,retrieve_then_read,Retrieved evidence,80,0.0,0.9875,0.9875,0.9875,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,16000,pos_00,0.05,direct,Full context,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,16000,pos_00,0.05,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,16000,pos_01,0.15,direct,Full context,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,16000,pos_01,0.15,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,16000,pos_02,0.25,direct,Full context,80,0.0,0.9875,0.0,0.0,0.9875,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,16000,pos_02,0.25,retrieve_then_read,Retrieved evidence,80,0.0,0.9875,0.9875,0.9875,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,16000,pos_03,0.35,direct,Full context,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,16000,pos_03,0.35,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,16000,pos_04,0.45,direct,Full context,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,16000,pos_04,0.45,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,16000,pos_05,0.55,direct,Full context,80,0.0,0.995833,0.0,0.0,0.995833,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,16000,pos_05,0.55,retrieve_then_read,Retrieved evidence,80,0.0,0.995833,1.0,1.0,-0.004167,1.004184,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,16000,pos_06,0.65,direct,Full context,80,0.0,0.9875,0.5,0.5,0.4875,0.506329,0.506329,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,16000,pos_06,0.65,retrieve_then_read,Retrieved evidence,80,0.0,0.9875,1.0,1.0,-0.0125,1.012658,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,16000,pos_07,0.75,direct,Full context,80,0.0,0.995833,0.5125,0.5125,0.483333,0.514644,0.514644,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,16000,pos_07,0.75,retrieve_then_read,Retrieved evidence,80,0.0,0.995833,1.0,1.0,-0.004167,1.004184,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,16000,pos_08,0.85,direct,Full context,80,0.0,0.9875,1.0,1.0,-0.0125,1.012658,1.0,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,16000,pos_08,0.85,retrieve_then_read,Retrieved evidence,80,0.0,0.9875,0.995833,0.995833,-0.008333,1.008439,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,16000,pos_09,0.95,direct,Full context,80,0.0,0.995833,0.975,0.975,0.020833,0.979079,0.979079,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,16000,pos_09,0.95,retrieve_then_read,Retrieved evidence,80,0.0,0.995833,1.0,1.0,-0.004167,1.004184,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,32000,pos_00,0.05,direct,Full context,80,0.0,0.995833,0.0,0.0,0.995833,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,32000,pos_00,0.05,retrieve_then_read,Retrieved evidence,80,0.0,0.995833,1.0,1.0,-0.004167,1.004184,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,32000,pos_01,0.15,direct,Full context,80,0.0,0.995833,0.0,0.0,0.995833,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,32000,pos_01,0.15,retrieve_then_read,Retrieved evidence,80,0.0,0.995833,1.0,1.0,-0.004167,1.004184,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,32000,pos_02,0.25,direct,Full context,80,0.0,0.995833,0.0,0.0,0.995833,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,32000,pos_02,0.25,retrieve_then_read,Retrieved evidence,80,0.0,0.995833,1.0,1.0,-0.004167,1.004184,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,32000,pos_03,0.35,direct,Full context,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,32000,pos_03,0.35,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,32000,pos_04,0.45,direct,Full context,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,32000,pos_04,0.45,retrieve_then_read,Retrieved evidence,80,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,32000,pos_05,0.55,direct,Full context,80,0.0,0.9875,0.0,0.0,0.9875,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,32000,pos_05,0.55,retrieve_then_read,Retrieved evidence,80,0.0,0.9875,0.9875,0.9875,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,32000,pos_06,0.65,direct,Full context,80,0.0,0.9875,0.0,0.0,0.9875,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,32000,pos_06,0.65,retrieve_then_read,Retrieved evidence,80,0.0,0.9875,0.9875,0.9875,0.0,1.0,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,32000,pos_07,0.75,direct,Full context,80,0.0,0.979167,0.0,0.0,0.979167,0.0,0.0,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,32000,pos_07,0.75,retrieve_then_read,Retrieved evidence,80,0.0,0.979167,1.0,1.0,-0.020833,1.021277,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,32000,pos_08,0.85,direct,Full context,80,0.0,0.991667,0.5,0.5,0.491667,0.504202,0.504202,True,Full-context condition under-recovers oracle advantage.
qwen3:14b,32000,pos_08,0.85,retrieve_then_read,Retrieved evidence,80,0.0,0.991667,1.0,1.0,-0.008333,1.008403,1.0,True,Compact evidence recovers most oracle advantage.
qwen3:14b,32000,pos_09,0.95,direct,Full context,80,0.0,0.9875,0.9875,0.9875,0.0,1.0,1.0,True,Condition improves substantially over no-evidence baseline.
qwen3:14b,32000,pos_09,0.95,retrieve_then_read,Retrieved evidence,80,0.0,0.9875,1.0,1.0,-0.0125,1.012658,1.0,True,Compact evidence recovers most oracle advantage.
